#       A01        A02        A03        A04        A05        A06        A07        A08        A09        A10        A11        A12        A13        A14        A15        A16
#Level1 (lowest)
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
#Level2
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
#Level3
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
#Level4
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,      3563,         0,         0,         0,         0,         0
#Level5
         0,         0, 356274688,         0,         0,         0,         0,         0,         0,         0, 356271125, 356274688,         0,         0,         0,         0
#Level6
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
#Level7
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
#Level8 (highest)
         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0,         0
